scientific_name,author,year,bibliography,image_url,family,genus,plant_wiki,plant_id
Oxera amicorum,Gâteblé & Barrabé (Seem.),2015.0,Bot. J. Linn. Soc. 179: 707 (2015),https://d2seqvvyy3b8p2.cloudfront.net/efb9d3729cc9fa05686d14a84a74aa60.jpg,Lamiaceae,Oxera,https://en.wikipedia.org/wiki/List_of_least_concern_plants,604
Calamus aruensis,Becc.,1886.0,Malesia 3: 61 (1886),https://storage.googleapis.com/powop-assets/palmweb/palm_tc_29359_3_fullsize.jpg,Arecaceae,Calamus,https://en.wikipedia.org/wiki/Carabus_arcensis,605
Neoscortechinia forbesii,(Hook.f.) S.Moore,1924.0,J. Bot. 62: 54 (1924),https://d2seqvvyy3b8p2.cloudfront.net/5c048ee95b18359bed4e924bd9d42fb4.jpg,Euphorbiaceae,Neoscortechinia,https://en.wikipedia.org/wiki/Neoscortechinia,606
Oxalis enneaphylla,Cav.,1799.0,Icon. 5: 7 (1799),https://d2seqvvyy3b8p2.cloudfront.net/fe6dc5653a126559c033b6b27c025303.jpg,Oxalidaceae,Oxalis,https://en.wikipedia.org/wiki/Oxalis_enneaphylla,607
Pectis linearis,La Llave,1832.0,Reg. Trimestre 1: 451 (1832),https://d2seqvvyy3b8p2.cloudfront.net/790a5be85357f2607219e663e61f025a.jpg,Asteraceae,Pectis,https://en.wikipedia.org/wiki/Pectis_linearis,608
Xylosma luzonensis,Clos,1857.0,"Ann. Sci. Nat., Bot., sér. 4, 8: 231 (1857)",https://d2seqvvyy3b8p2.cloudfront.net/5c3a481a00f6fb2d1500b66d5953ad07.jpg,Salicaceae,Xylosma,https://en.wikipedia.org/wiki/List_of_endemic_and_threatened_plants_of_India,609
Maianthemum japonicum,(A.Gray) LaFrankie,1986.0,Taxon 35: 588 (1986),https://d2seqvvyy3b8p2.cloudfront.net/884933e95ff77378807d18d5fba5e8b8.jpg,Asparagaceae,Maianthemum,https://en.wikipedia.org/wiki/Maianthemum,610
Diplazium caracasanum,(Willd.) Kuntze,1861.0,: 324 (1861),https://d2seqvvyy3b8p2.cloudfront.net/660ee05b23c6537479240d19ae3de501.jpg,Aspleniaceae,Diplazium,,611
Cyperus difformis,L.,1756.0,Cent. Pl. II: 6 (1756),https://bs.plantnet.org/image/o/9c223dd49c1ecd42685d481a2dc292595b4cf982,Cyperaceae,Cyperus,https://en.wikipedia.org/wiki/Cyperus_difformis,612
Lens nigricans,(M.Bieb.) Webb & Berthel.,1842.0,Hist. Nat. Iles Canaries 3(2; 2): 97 (1842),https://bs.plantnet.org/image/o/df0bc0c5fa3e6114986f05a1c12ff53fd792a08b,Fabaceae,Lens,https://en.wikipedia.org/wiki/Lens_(plant),613
Melilotus indicus,(L.) All.,1785.0,Fl. Pedem. 1: 308 (1785),https://bs.plantnet.org/image/o/ec3836372f30a51f44bbe751a5d66417751f8d65,Fabaceae,Melilotus,https://en.wikipedia.org/wiki/Melilotus_indicus,614
Scurrula parasitica,L.,1753.0,Sp. Pl.: 110 (1753),https://d2seqvvyy3b8p2.cloudfront.net/cf58003127e39c896e05721119757f19.jpg,Loranthaceae,Scurrula,https://en.wikipedia.org/wiki/Scurrula,615
Aglaonema simplex,(Blume) Blume,1837.0,Rumphia 1: 152 (1837),https://bs.plantnet.org/image/o/2497f046ef716bdeb203bcd7b5bb7e5b2e1ddec6,Araceae,Aglaonema,https://en.wikipedia.org/wiki/Aglaonema_simplex,616
Arum concinnatum,Schott,1857.0,Icon. Aroid.: t. 39 (1857),https://d2seqvvyy3b8p2.cloudfront.net/5307e18b3b5a232f098955f119288dab.jpg,Araceae,Arum,https://en.wikipedia.org/wiki/Arum_concinnatum,617
Bauhinia galpinii,N.E.Br.,1891.0,"Gard. Chron., ser. 3, 9: 728 (1891)",https://bs.plantnet.org/image/o/6b995eaf443797ecb2ddeb2c207df37f9e12321e,Fabaceae,Bauhinia,https://en.wikipedia.org/wiki/Bauhinia_galpinii,618
Clerodendrum laevifolium,Blume,1826.0,Bijdr. Fl. Ned. Ind.: 808 (1826),https://d2seqvvyy3b8p2.cloudfront.net/6715e962ce399aac0fb7e0514a02b1c5.jpg,Lamiaceae,Clerodendrum,https://en.wikipedia.org/wiki/Clerodendrum,619
Hydrangea macrophylla,(Thunb.) Ser.,1830.0,"A.P.de Candolle, Prodr. 4: 15 (1830)",https://bs.plantnet.org/image/o/2b8fdebb8faa3093e5b65687e2b45601d8826fab,Hydrangeaceae,Hydrangea,https://en.wikipedia.org/wiki/Hydrangea_macrophylla,620
Kibara coriacea,(Blume) Hook.f. & Thomson,1855.0,Fl. Ind. 1: 166 (1855),https://d2seqvvyy3b8p2.cloudfront.net/2761fe43f95c81fa02f6f61e5ab08986.jpg,Monimiaceae,Kibara,https://en.wikipedia.org/wiki/Kibara_coriacea,621
Camonea umbellata,(L.) A.R.Simões & Staples,2017.0,Bot. J. Linn. Soc. 183: 583 (2017),https://bs.plantnet.org/image/o/e030d5714e3893a1e2cef8209a904ce0273e4a0e,Convolvulaceae,Camonea,https://en.wikipedia.org/wiki/Camonea_umbellata,622
Peperomia glabella,A.Dietr.,1831.0,Sp. pl. 1:156.  1831,https://bs.plantnet.org/image/o/58cad723ece5f29566037c08b75dd39528d44fc2,Piperaceae,Peperomia,https://en.wikipedia.org/wiki/Peperomia,623
Lumnitzera racemosa,Willd.,1803.0,Neue Schriften Ges. Naturf. Freunde Berlin 4: 187 (1803),https://bs.plantnet.org/image/o/44eab379612d368dc8b8134b9d74590948bdf890,Combretaceae,Lumnitzera,https://en.wikipedia.org/wiki/Lumnitzera_racemosa,624
Pseudopogonatherum trispicatum,(Schult.) Ohwi,1947.0,Bull. Tokyo Sci. Mus. 18: 3 (1947),https://d2seqvvyy3b8p2.cloudfront.net/c9a1e0a7de96af40a82caba69f38c369.jpg,Poaceae,Pseudopogonatherum,https://en.wikipedia.org/wiki/Eulalia_(plant),625
Cissus trifoliata,(L.) L.,1759.0,"Syst. Nat. ed. 10, 2: 897 (1759)",https://d2seqvvyy3b8p2.cloudfront.net/5ff3ffe2b7305e30ced5bfcddbfee311.jpg,Vitaceae,Cissus,https://en.wikipedia.org/wiki/Cissus_trifoliata,626
Selenicereus pteranthus,(Link ex A.Dietr.) Britton & Rose,1909.0,Contr. U.S. Natl. Herb. 12: 431 (1909),https://d2seqvvyy3b8p2.cloudfront.net/6b6f356344ceed68c2bc3b2a302b218c.jpg,Cactaceae,Selenicereus,https://en.wikipedia.org/wiki/Selenicereus,627
Zotovia thomsonii,(Petrie) Edgar & Connor,1998.0,New Zealand J. Bot. 36: 573 (1998),https://d2seqvvyy3b8p2.cloudfront.net/2567363d2d3cc1f7bc5a0c64629f4ce5.jpg,Poaceae,Zotovia,https://en.wikipedia.org/wiki/Zotovia,628
Ensete ventricosum,Cheesman (Welw.),1948.0,Kew Bull. 1947:101.  1948,https://bs.plantnet.org/image/o/7bc6599f94807aabf405a24d955f75e22d3b60a8,Musaceae,Ensete,https://en.wikipedia.org/wiki/Ensete_ventricosum,629
Asparagus schoberioides,Kunth,1850.0,Enum. Pl. 5: 70 (1850),https://bs.plantnet.org/image/o/e029146e68d8c2e3ed32804547d4c61add77058d,Asparagaceae,Asparagus,https://en.wikipedia.org/wiki/Asparagus_(genus),630
Helichrysum gossypinum,Sch.Bip.,1845.0,"P.B.Webb & S.Berthelot, Hist. Nat. Iles Canaries: 3 (1845)",https://bs.plantnet.org/image/o/0496f87b945afef345a4a90e9e7aa1bdae833f4f,Asteraceae,Helichrysum,https://en.wikipedia.org/wiki/Habitats_Directive,631
Oplismenus compositus,(L.) P.Beauv.,1812.0,Ess. Agrostogr.: 54 (1812),https://bs.plantnet.org/image/o/a9a7afbc374a69db63589feadc61093fff9e970c,Poaceae,Oplismenus,https://en.wikipedia.org/wiki/Oplismenus_compositus,632
Ipomoea cairica,(L.) Sweet,1826.0,Hort. Brit.: 287 (1826),https://bs.plantnet.org/image/o/7d5f8b23418d38e40162f89def24a39afbb7371d,Convolvulaceae,Ipomoea,https://en.wikipedia.org/wiki/Ipomoea_cairica,633
Myrsine hasseltii,Blume ex Scheff.,1867.0,Myrsin. Arch. Ind.: 49 (1867),https://d2seqvvyy3b8p2.cloudfront.net/a85353be19d3913e5024d0ce751c1447.jpg,Primulaceae,Myrsine,https://en.wikipedia.org/wiki/List_of_endemic_and_threatened_plants_of_India,634
Cestrum parqui,(Lam.) L'Hér.,1788.0,Stirp. Nov.: 73 (1788),https://bs.plantnet.org/image/o/5fb87c899a11093353e3181bbbe7b73b537525e8,Solanaceae,Cestrum,https://en.wikipedia.org/wiki/Cestrum_parqui,635
Fagraea auriculata,Jack,1822.0,Malayan Misc. 2(7): 82 (1822),https://d2seqvvyy3b8p2.cloudfront.net/f1645acbe5835a6f21797858e636d412.jpg,Gentianaceae,Fagraea,https://en.wikipedia.org/wiki/Fagraea_auriculata,636
Ardisia purpurea,Reinw. ex Blume,1826.0,Bijdr. Fl. Ned. Ind.: 684 (1826),https://d2seqvvyy3b8p2.cloudfront.net/1d21919789c50524ba07d7cba93548c4.jpg,Primulaceae,Ardisia,https://en.wikipedia.org/wiki/List_of_Ardisia_species,637
Haplopteris zosterifolia,(Willd.) E.H.Crane,1998.0,Syst. Bot. 22: 514 (1997 publ. 1998),https://d2seqvvyy3b8p2.cloudfront.net/f53967c5dcb90d545a270af2dbdc9bc0.jpg,Pteridaceae,Haplopteris,https://en.wikipedia.org/wiki/Haplopteris,638
Diplazium cumingii,(C.Presl) C.Chr.,1905.0,Index Filic.: 230 (1905),https://d2seqvvyy3b8p2.cloudfront.net/ae9c86e85e21790c9b92323f08b6cc96.jpg,Aspleniaceae,Diplazium,https://en.wikipedia.org/wiki/List_of_least_concern_plants,639
Peperomia leptostachya,Hook. & Arn.,1832.0,Bot. Beechey Voy.: 96 (1832),https://d2seqvvyy3b8p2.cloudfront.net/a670894cde9c4d7a79a5fe5b78366569.jpg,Piperaceae,Peperomia,https://en.wikipedia.org/wiki/Peperomia,640
Rumohra adiantiformis,(G.Forst.) Ching,1934.0,Sinensia 5: 70 (1934),https://bs.plantnet.org/image/o/e386787ccfc1992cdd20c0c3b5cdfb60a7155b1e,Polypodiaceae,Rumohra,https://en.wikipedia.org/wiki/Rumohra_adiantiformis,641
Bridelia curtisii,Hook.f.,1887.0,Fl. Brit. India 5: 273 (1887),https://d2seqvvyy3b8p2.cloudfront.net/7f5f6b437f5c3d65d054586f89ecb3b3.jpg,Phyllanthaceae,Bridelia,https://en.wikipedia.org/wiki/Bridelia,642
Clibadium sylvestre,(Aubl.) Baill.,1882.0,Hist. Pl. 8: 307 (1882),https://d2seqvvyy3b8p2.cloudfront.net/848dfadb2a3d1e9a0b196b104cdafe67.jpg,Asteraceae,Clibadium,https://en.wikipedia.org/wiki/Clibadium,643
Plectranthus verticillatus,(L.f.) Druce,1917.0,Rep. Bot. Soc. Exch. Club Brit. Isles 4: 640 (1916 publ. 1917),https://bs.plantnet.org/image/o/3386852715b84b762d7c9fccc486d1b7926a488e,Lamiaceae,Plectranthus,https://en.wikipedia.org/wiki/Plectranthus_verticillatus,644
Atriplex prostrata,Boucher ex DC.,1805.0,"J.B.A.M.de Lamarck & A.P.de Candolle, Fl. Franç., ed. 3, 3: 387 (1805)",https://bs.plantnet.org/image/o/3ab62a0abb6dbeaf5dfb628215ffa9a13e3fd2d7,Amaranthaceae,Atriplex,https://en.wikipedia.org/wiki/Atriplex_prostrata,645
Brassica juncea,(L.) Czern.,1859.0,Consp. Pl. Charc.: 8 (1859),https://bs.plantnet.org/image/o/edaaacf0f31e9d6e3250e9df8ddcd42419a86994,Brassicaceae,Brassica,https://en.wikipedia.org/wiki/Brassica_juncea,646
Vanilla bicolor,Lindl.,1838.0,Edwards's Bot. Reg. 24(Misc.): 37 (1838),https://d2seqvvyy3b8p2.cloudfront.net/21dcec7d43829167ac87fc4d6c8ed94a.jpg,Orchidaceae,Vanilla,https://en.wikipedia.org/wiki/Vanilla,647
Gladiolus schweinfurthii,Goldblatt & M.P.de Vos (Baker),1990.0,"Bull. Mus. Natl. Hist. Nat., B, Adansonia, 22: 425, 1989 publ. 1990",https://d2seqvvyy3b8p2.cloudfront.net/f5b63c81c205819fd56b9d389b5442a8.jpg,Iridaceae,Gladiolus,https://en.wikipedia.org/wiki/Gladiolus,648
Sisyrinchium hirsutum,Baker,1903.0,"Bull. Herb. Boissier, sér. 2, 3: 1106 (1903)",https://d2seqvvyy3b8p2.cloudfront.net/fecd9d5af6656bc7699891f9c2589d50.jpg,Iridaceae,Sisyrinchium,https://en.wikipedia.org/wiki/List_of_Sisyrinchium_species,649
Burckella obovata,(G.Forst.) Pierre,1890.0,Notes Bot. Sapot.: 4 (1890),https://d2seqvvyy3b8p2.cloudfront.net/e71cbc8095fd4a79d45e2cc8f49626b0.jpg,Sapotaceae,Burckella,https://en.wikipedia.org/wiki/Burckella,650
Chrysosplenium wrightii,Franch. & Sav.,1878.0,Enum. Pl. Jap. 2: 356 (1878),https://d2seqvvyy3b8p2.cloudfront.net/cd4b25218f0dc50e40c6fbb33522bb97.jpg,Saxifragaceae,Chrysosplenium,https://en.wikipedia.org/wiki/Chrysosplenium_wrightii,651
Sesbania grandiflora,(L.) Poir.,1806.0,"J.B.A.M.de Lamarck, Encycl. 7: 127 (1806)",https://bs.plantnet.org/image/o/5c735dd181fb91ef262494adebcd79e7bcdc2c90,Fabaceae,Sesbania,https://en.wikipedia.org/wiki/Sesbania_grandiflora,652
Hornstedtia scottiana,(F.Muell.) K.Schum.,1904.0,"H.G.A.Engler (ed.), Pflanzenr., IV, 46: 194 (1904)",https://d2seqvvyy3b8p2.cloudfront.net/179b01f8fb66b361b3fe936130db3deb.jpg,Zingiberaceae,Hornstedtia,https://en.wikipedia.org/wiki/Hornstedtia_scottiana,653
Pteris terminalis,Wall. ex J.Agardh,1839.0,Recens. Spec. Pter.: 20 (1839),https://d2seqvvyy3b8p2.cloudfront.net/e36819ec9d3ce7f2483981d872a384c8.jpg,Pteridaceae,Pteris,https://en.wikipedia.org/wiki/Microsorum_scolopendria,654
Digitaria horizontalis,Willd.,1809.0,Enum. Pl.: 92 (1809),https://d2seqvvyy3b8p2.cloudfront.net/974acc5e716906e2d86a4e1d271b66b0.jpg,Poaceae,Digitaria,https://en.wikipedia.org/wiki/Digitaria,655
Calochlaena javanica,(Blume) M.D.Turner & R.A.White,1988.0,Amer. Fern J. 78(3): 93 (1988),https://d2seqvvyy3b8p2.cloudfront.net/368c07b82047a737bc0b3dfed7ad2621.jpg,Cyatheaceae,Calochlaena,https://en.wikipedia.org/wiki/List_of_Nature_Conservation_Act_rare_flora_of_Queensland,656
Piper glabrescens,(Miq.) C.DC.,1869.0,"A.P.de Candolle, Prodr. 16(1): 271 (1869)",https://d2seqvvyy3b8p2.cloudfront.net/06a24dab8ae770336e30b155dc3289eb.jpg,Piperaceae,Piper,https://en.wikipedia.org/wiki/List_of_Piper_species,657
Marrubium vulgare,L.,1753.0,Sp. Pl.: 583 (1753),https://bs.plantnet.org/image/o/64ada30de380526822660fbaf48e066e016d6573,Lamiaceae,Marrubium,https://en.wikipedia.org/wiki/Marrubium_vulgare,658
Phenax sonneratii,(Poir.) Wedd.,1869.0,"A.P.de Candolle, Prodr. 16(1): 235(37) (1869)",https://bs.plantnet.org/image/o/8c357d16b218f1e6e966c5a65fa4e89ca0190489,Urticaceae,Phenax,,659
Osmelia philippina,(Turcz.) Fern.-Vill.,1861.0,"J. Proc. Linn. Soc., Bot. 5(Suppl. 2): 89 (1861)",https://d2seqvvyy3b8p2.cloudfront.net/cf63a6ddf6a521e3f5b68a648409a6b0.jpg,Salicaceae,Osmelia,https://en.wikipedia.org/wiki/Osmelia,660
Dischidia nummularia,R.Br.,1810.0,Prodr. Fl. Nov. Holland.: 461 (1810),https://bs.plantnet.org/image/o/09591619be92f9b9b6570cf4211f5eba035a3a88,Apocynaceae,Dischidia,https://en.wikipedia.org/wiki/Dischidia_nummularia,661
Dioclea hexandra,(Ralph) Mabb.,1980.0,Taxon 29: 605 (1980),https://d2seqvvyy3b8p2.cloudfront.net/ab4abe785ea8bf2d9f6505209743e062.jpg,Fabaceae,Dioclea,https://en.wikipedia.org/wiki/Dioclea_(plant),662
Aglaia elliptica,(C.DC.) Blume,1825.0,Bijdr. Fl. Ned. Ind.: 171 (1825),https://d2seqvvyy3b8p2.cloudfront.net/88132c487c76b05d17a6a42a27e9f8e8.jpg,Meliaceae,Aglaia,https://en.wikipedia.org/wiki/Aglaia_elliptica,663
Ipomoea aquatica,Forssk.,1775.0,Fl. aegypt.-arab. 44.  1775,https://bs.plantnet.org/image/o/dcb76b47c72ec594ca554b30cbc02123d0e91bd7,Convolvulaceae,Ipomoea,https://en.wikipedia.org/wiki/Ipomoea_aquatica,664
Poikilospermum suaveolens,Merr. (Blume),1934.0,Contr. Arnold Arbor. 8:47.  1934,https://bs.plantnet.org/image/o/70c7efe4302fefa5bd6c495021554cc5fa3f56f9,Urticaceae,Poikilospermum,https://en.wikipedia.org/wiki/Poikilospermum,665
Festuca geniculata,(L.) Lag. & Rodr.,1803.0,Anales Ci. Nat. 6: 150 (1803),https://bs.plantnet.org/image/o/a132ad3552fc30e8e172798d12d8334db32e3802,Poaceae,Festuca,https://en.wikipedia.org/wiki/Vulpia,666
Deparia japonica,(Thunb.) M.Kato,1977.0,Bot. Mag. (Tokyo) 90: 37 (1977),https://d2seqvvyy3b8p2.cloudfront.net/3b83aae9dfa66e39dc29130aff3b0afb.jpg,Aspleniaceae,Deparia,https://en.wikipedia.org/wiki/Deparia,667
Sedum hispanicum,L.,1755.0,Cent. Pl. I: 12 (1755),https://bs.plantnet.org/image/o/774b7c9d0f48701144bb7fe34b4c9a4f5f7efc0a,Crassulaceae,Sedum,https://en.wikipedia.org/wiki/Sedum_hispanicum,668
Mickelia nicotianifolia,"(Sw.) R.C.Moran, Labiak & Sundue",2010.0,Brittonia 62(4): 347 (2010),https://d2seqvvyy3b8p2.cloudfront.net/a2d8958d955da7a5a7b93175b35ef2f5.jpg,Polypodiaceae,Mickelia,https://en.wikipedia.org/wiki/Mickelia_nicotianifolia,669
Allium thunbergii,G.Don,1827.0,Mem. Wern. Nat. Hist. Soc. 6: 84 (1827),https://bs.plantnet.org/image/o/b2315d5d01784e0b1c0086f5d293fa30896da894,Amaryllidaceae,Allium,https://en.wikipedia.org/wiki/Allium_thunbergii,670
Symphyotrichum vahlii,(Gaudich.) G.L.Nesom,1995.0,Phytologia 77(3): 294 (1995),https://d2seqvvyy3b8p2.cloudfront.net/cf5384e799a008795bf260cc273f98fe.jpg,Asteraceae,Symphyotrichum,https://en.wikipedia.org/wiki/Symphyotrichum,671
Neyraudia reynaudiana,(Kunth) Keng ex Hitchc.,1934.0,Amer. J. Bot. 21: 131 (1934),https://bs.plantnet.org/image/o/db1ece3b1f054ac741d73169b58e7e61f53f8ed3,Poaceae,Neyraudia,https://en.wikipedia.org/wiki/Neyraudia_reynaudiana,672
Hymenophyllum lineare,Sw.,1801.0,J. Bot. (Schrader) 1800(2): 100 (1801),https://d2seqvvyy3b8p2.cloudfront.net/ce77b6618ed2ee831b6f2cba7dddc1e1.jpg,Hymenophyllaceae,Hymenophyllum,https://en.wikipedia.org/wiki/Hymenophyllum,673
Parapolystichum acuminatum,"(Houlston) Labiak, Sundue & R.C.Moran",2014.0,Brittonia 67(1): 81 (2014),https://d2seqvvyy3b8p2.cloudfront.net/0ecd4aa3e9dca54db2901b14f89f762a.jpg,Polypodiaceae,Parapolystichum,https://en.wikipedia.org/wiki/Parapolystichum,674
Gastrodia cunninghamii,Hook.f.,1853.0,Fl. Nov.-Zel. 1: 251 (1853),https://d2seqvvyy3b8p2.cloudfront.net/4007fd8ceaf1ff1508c850a76448b82c.jpg,Orchidaceae,Gastrodia,https://en.wikipedia.org/wiki/Gastrodia,675
Maclura cochinchinensis,(Lour.) Corner,1962.0,Gard. Bull. Singapore 19: 239 (1962),https://bs.plantnet.org/image/o/1d734c1d75a0f9598c8e8ecc1289893439b5c6d2,Moraceae,Maclura,https://en.wikipedia.org/wiki/Maclura_cochinchinensis,676
Magnolia liliifera,(L.) Baill.,1868.0,Hist. Pl. 1: 141 (1868),https://d2seqvvyy3b8p2.cloudfront.net/6b09a75993aa51e58e77077b51bdf14d.jpg,Magnoliaceae,Magnolia,https://en.wikipedia.org/wiki/Magnolia_liliifera,677
Cenchrus setosus,Sw.,1788.0,Prodr. Veg. Ind. Occ.: 26 (1788),https://bs.plantnet.org/image/o/c8ff3a630ef4f000cba6728d33007e2786b606dc,Poaceae,Cenchrus,https://en.wikipedia.org/wiki/List_of_flora_of_Ohio,678
Oplismenus burmanni,(Retz.) P.Beauv.,1812.0,Ess. Agrostogr.: 54 (1812),https://storage.googleapis.com/powop-assets/PPA/2226_2250/h2236c_fullsize.jpg,Poaceae,Oplismenus,https://en.wikipedia.org/wiki/Oplismenus_burmannii,679
Hopea sangal,Korth.,1841.0,"Verh. Nat. Gesch. Ned. Bezitt., Bot.: 75 (1841)",https://d2seqvvyy3b8p2.cloudfront.net/b29344a683f182f638330dd8bff988a5.jpg,Dipterocarpaceae,Hopea,https://en.wikipedia.org/wiki/Hopea_sangal,680
Pleioblastus simonii,(Carrière) Nakai,1925.0,J. Arnold Arbor. 6: 147 (1925),https://d2seqvvyy3b8p2.cloudfront.net/03422786bc4b8e9dd6478965cca80823.jpg,Poaceae,Pleioblastus,https://en.wikipedia.org/wiki/Pleioblastus,681
Afrocarpus mannii,(Hook.f.) C.N.Page,1989.0,Notes Roy. Bot. Gard. Edinburgh 45: 384 (1988 publ. 1989),https://d2seqvvyy3b8p2.cloudfront.net/1789d7df921740b7a3a5181d4dd65c1e.jpg,Podocarpaceae,Afrocarpus,https://en.wikipedia.org/wiki/Afrocarpus_mannii,682
Mesembryanthemum nodiflorum,L.,1753.0,Sp. Pl.: 480 (1753),https://bs.plantnet.org/image/o/aa2e8e058dec5ff43ae3df678f132d801b704766,Aizoaceae,Mesembryanthemum,https://en.wikipedia.org/wiki/Mesembryanthemum_nodiflorum,683
Guettarda krugii,Urb.,1899.0,Symb. Antill. 1: 431 (1899),https://d2seqvvyy3b8p2.cloudfront.net/8cc996fad98a3f214378d36945aa0055.jpg,Rubiaceae,Guettarda,https://en.wikipedia.org/wiki/List_of_least_concern_plants,684
Pleurophyllum criniferum,Hook.f.,1844.0,Fl. Antarct. 1: 32 (1844),https://d2seqvvyy3b8p2.cloudfront.net/9900b2ecbad6a09dcc66281d9a50b3ad.jpg,Asteraceae,Pleurophyllum,https://en.wikipedia.org/wiki/Pleurophyllum_criniferum,685
Lathyrus nissolia,L.,1753.0,Sp. Pl.: 729 (1753),https://bs.plantnet.org/image/o/f8a572edf1037077fd71c2e0c1a1358415e1330e,Fabaceae,Lathyrus,https://en.wikipedia.org/wiki/Lathyrus_nissolia,686
Pyrrosia sphaerosticha,(Mett.) Ching,1935.0,Bull. Chin. Bot. Soc. 1: 62 (1935),https://d2seqvvyy3b8p2.cloudfront.net/c46ac2ea8b1b814850aa114435a7d133.jpg,Polypodiaceae,Pyrrosia,https://en.wikipedia.org/wiki/Pyrrosia,687
Benstonea stenocarpa,Callm. & Buerki (Solms),2012.0,Candollea 67: 339 (2012),https://d2seqvvyy3b8p2.cloudfront.net/38baca59c61c4eddbbdfebb56e43d69b.jpg,Pandanaceae,Benstonea,https://en.wikipedia.org/wiki/Benstonea,688
Astraea lobata,Klotzsch,1841.0,Arch. Naturgesch. 7(1):194.  1841,https://bs.plantnet.org/image/o/05c599128680c18266cf9fdd6bf7fc8867b17b8e,Euphorbiaceae,Astraea,https://en.wikipedia.org/wiki/Astraea_lobata,689
Patersonia lowii,Stapf,1894.0,"Trans. Linn. Soc. London, Bot., 4: 241, 1894",https://d2seqvvyy3b8p2.cloudfront.net/5495fc6193e58a429ff9b85d0c976c10.jpg,Iridaceae,Patersonia,https://en.wikipedia.org/wiki/Patersonia,690
Guatteria blainii,(Griseb.) Urb.,1905.0,Symb. Antill. 4: 239 (1905),https://d2seqvvyy3b8p2.cloudfront.net/fab97054e8c209e895c1cbe7e3f0c5d6.jpg,Annonaceae,Guatteria,,691
Rorippa indica,(L.) Hiern,1896.0,Cat. Afr. Pl. 1: xxvi (1896),https://d2seqvvyy3b8p2.cloudfront.net/7a302db5e4904826879931a8e15dd1ea.jpg,Brassicaceae,Rorippa,https://en.wikipedia.org/wiki/Rorippa,692
Epilobium hornemannii,Rchb.,1838.0,Icon. Fl. Germ. Helv. 2: 73 (1838),https://bs.plantnet.org/image/o/2e6e5a5e8e0737b40f5712bd278a30ef68b42d27,Onagraceae,Epilobium,https://en.wikipedia.org/wiki/Epilobium,693
Gagea lutea,(L.) Ker Gawl.,1809.0,Bot. Mag. 30: t. 1200 (1809),https://bs.plantnet.org/image/o/d795cce81b3a25ad2d8b12af900727c6ad892371,Liliaceae,Gagea,https://en.wikipedia.org/wiki/Gagea_lutea,694
Freycinetia hombronii,Martelli,1910.0,"Denkschr. Kaiserl. Akad. Wiss., Wien. Math.-Naturwiss. Kl. 85: 230 (1910)",https://d2seqvvyy3b8p2.cloudfront.net/267eb59d8bda179d3a0aef964e5734ae.jpg,Pandanaceae,Freycinetia,,695
Schoenoplectiella juncoides,(Roxb.) Lye,2003.0,Lidia 6: 25 (2003),https://d2seqvvyy3b8p2.cloudfront.net/56ef0ba9b9eee9fb3c0aa5c19f3731ce.jpg,Cyperaceae,Schoenoplectiella,https://en.wikipedia.org/wiki/Schoenoplectiella_juncoides,696
Fatsia japonica,(Thunb.) Decne. & Planch.,1854.0,"Rev. Hort. (Paris), sér. 4, 3: 105 (1854)",https://bs.plantnet.org/image/o/98dd7254740be08865681e675f3c4f4278cf857c,Araliaceae,Fatsia,https://en.wikipedia.org/wiki/Fatsia_japonica,697
Lomaridium schottii,Gasper & V.A.O.Dittrich (Colla),1910.0,"Ark. Bot. 10, n.° 2: 7 (1910)",https://d2seqvvyy3b8p2.cloudfront.net/7614fc7b45ae8937a51fa4719720e90b.jpg,Aspleniaceae,Lomaridium,https://en.wikipedia.org/wiki/Lomaridium,698
Talinum fruticosum,(L.) Juss.,1789.0,Gen. Pl.: 312 (1789),https://bs.plantnet.org/image/o/b7144c7ae3d10e0964b895a007e31d98cf9e7f4f,Talinaceae,Talinum,https://en.wikipedia.org/wiki/Talinum_fruticosum,699
Euploca microphylla,(Sw. ex Wikstr.) Feuillet,2012.0,Smithsonian Contr. Bot. 98: 164 (2012),https://d2seqvvyy3b8p2.cloudfront.net/465b03d39daba7473f27d110f3e92885.jpg,Boraginaceae,Euploca,,700
Symphonia globulifera,L.f.,1782.0,Suppl. Pl.: 302 (1782),https://bs.plantnet.org/image/o/b7d6f87c5aa96c761c137209cf9351143a2e4357,Clusiaceae,Symphonia,https://en.wikipedia.org/wiki/Symphonia_globulifera,701
Physalis lagascae,Roem. & Schult.,1819.0,"Syst. Veg., ed. 15 bis 4: 679 (1819)",https://d2seqvvyy3b8p2.cloudfront.net/71c616c2c7e0526c24d88b60c4a31f7b.jpg,Solanaceae,Physalis,,702
Xerochrysum bracteatum,(Vent.) Tzvelev,1990.0,Novosti Sist. Vyssh. Rast. 27: 151 (1990),https://bs.plantnet.org/image/o/4bdc3077d53e9fe0c3269e21897129423ec5912b,Asteraceae,Xerochrysum,https://en.wikipedia.org/wiki/Xerochrysum_bracteatum,703
Atriplex gmelinii,C.A.Mey. ex Bong.,1833.0,"Mém. Acad. Imp. Sci. Saint-Pétersbourg, Sér. 6, Sci. Math., Seconde Pt. Sci. Nat. 2: 160 (1833)",https://d2seqvvyy3b8p2.cloudfront.net/2db277dc3d659081eb66640694db6f81.jpg,Amaranthaceae,Atriplex,https://en.wikipedia.org/wiki/Atriplex,704
